team,gender,division,city,state,region,section,id
Prime,Men,Club,,,,,2673
Nothing's Great Again aka Babymaker,Mixed,Club,,,,,2674
Commitment Issues,Mixed,Club,,,,,2675
The Process,Mixed,Club,,,,,2676
Fake Newport News,Mixed,Club,,,,,2677
Pheathers and Phurr,Mixed,Club,,,,,2678
Five One Two,Mixed,Club,,,,,2679
ROBOS,Mixed,Club,,,,,2680
Greater Gary Goblins X,Men,Club,,,,,2681
BlackEST Market,Men,Club,,,,,2682
Pipeline,Men,Club,,,,,2683
Bearfest,Men,Club,,,,,2684
Trenton Takers,Men,Club,,,,,2685
Mailmeñ,Men,Club,,,,,2686
8$OLD,Men,Club,,,,,2687
Fifty-Fifty,Men,Club,,,,,2688
KC SmokeStack,Men,Club,,,,,2689
Baked Beans,Men,Club,,,,,2690
HIPPO nee burnside 33,Men,Club,,,,,2691
The Bayou Boys,Men,Club,,,,,2692
DUCS,Men,Club,,,,,2693
Duel,Men,Club,,,,,2694
GrandMaster Flash,Men,Club,,,,,2695
Ra,Men,Club,,,,,2696
Bonfire,Mixed,Club,,,,,2697
Hott Olson,Mixed,Club,,,,,2698
Vacation,Mixed,Club,,,,,2699
SPACE INVADERS,Mixed,Club,,,,,2700
Peep Show,Mixed,Club,,,,,2701
Mixed Duluth,Mixed,Club,,,,,2702
DTX,Mixed,Club,,,,,2703
RIMIX,Mixed,Club,,,,,2704
BLT Stacks,Mixed,Club,,,,,2705
Super Happy Fun Time,Mixed,Club,,,,,2706
Bees,Mixed,Club,,,,,2707
Portland Waldorf,Mixed,Club,,,,,2708
Image.Is.Everything.,Mixed,Club,,,,,2709
iNUT,Mixed,Club,,,,,2710
RuffSide,Mixed,Club,,,,,2711
Eggshells,Mixed,Club,,,,,2712
Spring Creek Ascension,Mixed,Club,,,,,2713
Heartbreakers,Mixed,Club,,,,,2714
STAX,Mixed,Club,,,,,2715
V-TEAM,Women,Club,,,,,2716
Seattle END,Women,Club,,,,,2717
Loquitos,Men,Club,,,,,2718
Osaka Spirits,Men,Club,,,,,2719
Fire of London,Men,Club,,,,,2720
Blackwidows,Women,Club,,,,,2721
Germany Mixed,Mixed,Club,,,,,2722
Orbit,Women,Club,,,,,2723
Colorado Cutthroat,Women,Club,,,,,2724
Quantum,Men,Club,,,,,2725
All Bashed Out,Men,Club,,,,,2726
Discountry Ultimate Club,Men,Club,,,,,2727
Eclipse,Women,Club,,,,,2728
Anchor,Mixed,Club,,,,,2729
101 Summertime,Women,Club,,,,,2730
Macalester College C,Mixed,Club,,,,,2731
Dallas United: Bazooka,Men,Club,,,,,2732
Surrillic Audovice,Men,Club,,,,,2733
Texas Tango,Women,Club,,,,,2734
D-Crash Ultimate Club,Mixed,Club,,,,,2735
Brewcade,Mixed,Club,,,,,2736
Hot Stix,Mixed,Club,,,,,2737
Ripe,Women,Club,,,,,2738
Nashvillians,Men,Club,,,,,2739
Torontosaurus Rex,Men,Club,,,,,2740
COAT,Men,Club,,,,,2741
Thunderpants the Magic Dragon B Team,Mixed,Club,,,,,2742
Carbon,Men,Club,,,,,2743
BromINtum,Men,Club,,,,,2744
Illinois Youth Ultimate - u20,Men,Club,,,,,2745
Confluence,Men,Club,,,,,2746
Spidermonkeys,Mixed,Club,,,,,2747
POWERLINE,Mixed,Club,,,,,2748
Blacker Market,Men,Club,,,,,2749
Tune-UP,Men,Club,,,,,2750
Genny The Boys GTB,Men,Club,,,,,2751
Colorado Cutthroat: Youth Club U-20 Boys,Men,Club,,,,,2752
Traffic M,Men,Club,,,,,2753
Indiana Pterodactyl Attack IPA,Mixed,Club,,,,,2754
"All Jeeps, All Night.",Mixed,Club,,,,,2755
Nomadic Tribe,Men,Club,,,,,2756
Comunidad El Oso,Men,Club,,,,,2757
MAKAWUA,Men,Club,,,,,2758
Revolution,Women,Club,,,,,2759
HUCK,Women,Club,,,,,2760
CRAZY,Mixed,Club,,,,,2761
Chaos,Mixed,Club,,,,,2762
"Genny, The Boys GTB",Men,Club,,,,,2763
Traffic,Men,Club,,,,,2764
NexGen All-Star Tour,Men,Club,,,,,2765
Milwaukee WUT women's ultimate team,Women,Club,,,,,2766
Ice Queens,Women,Club,,,,,2767
Revolution,Men,Club,,,,,2768
Westfield High School,Men,Club,,,,,2769
Columbia Ultimate Tryout Team CUTT,Men,Club,,,,,2770
Male Men,Men,Club,,,,,2771
Wentworth Tech,Men,Club,,,,,2772
Bayport Siena Alum,Men,Club,,,,,2773
Firebird,Men,Club,,,,,2774
Wingmen,Men,Club,,,,,2775
Middlebury Pranksters X,Men,Club,,,,,2776
Amherst Z,Men,Club,,,,,2777
Middlebury Pranksters Y,Men,Club,,,,,2778
Corvallis Mens Ultimate,Men,Club,,,,,2779
Gunslinger,Men,Club,,,,,2780
Air Force,Men,Club,,,,,2781
Zombie Ice Cream Truck,Women,Club,,,,,2782
Huck It Trebek Tribute Band,Men,Club,,,,,2783
Apocalypse,Women,Club,,,,,2784
Black Pearl,Mixed,Club,,,,,2785
ARNOLD PALMER ALERT,Men,Club,,,,,2786
DEtox,Mixed,Club,,,,,2787
Muhlenberg,Mixed,Club,,,,,2788
Expendables,Mixed,Club,,,,,2789
Huckin' for Love,Mixed,Club,,,,,2790
Revolution,Mixed,Club,,,,,2791
Huck Dynasty,Mixed,Club,,,,,2792
Red Scare,Mixed,Club,,,,,2793
Bozoula,Mixed,Club,,,,,2794
Wolfstack,Mixed,Club,,,,,2795
Inversion,Mixed,Club,,,,,2796
Second Line,Mixed,Club,,,,,2797
Strip Club,Mixed,Club,,,,,2798
Barbary Coast Dance Hall,Mixed,Club,,,,,2799
Proceed With Caution,Women,Club,,,,,2800
Colby,Women,Club,,,,,2801
The Beacon School,Women,Club,,,,,2802
Massachusetts,Women,Club,,,,,2803
Williams,Women,Club,,,,,2804
Breezeblocks,Women,Club,,,,,2805
Seismic,Women,Club,,,,,2806
Restless,Women,Club,,,,,2807
EVOLUTION,Men,Club,,,,,2808
Bamboo,Women,Club,,,,,2809
One To One,Mixed,Club,,,,,2810
Candy-Licious,Women,Club,,,,,2811
Tsunami,Women,Club,,,,,2812
DEVYL,Men,Club,,,,,2813
Loon,Men,Club,,,,,2814
Washington University B,Men,Club,,,,,2815
Bad Company,Men,Club,,,,,2816
A$AP TULA,Men,Club,,,,,2817
Dark nor Light,Men,Club,,,,,2818
LPP&P,Men,Club,,,,,2819
Lawn Dart,Men,Club,,,,,2820
Colorado Cuttthroat Alums,Men,Club,,,,,2821
Tlacuaches,Men,Club,,,,,2822
Shore Break,Men,Club,,,,,2823
Fayetteville Flying Foxes,Men,Club,,,,,2824
Big Buckin' Beavers,Mixed,Club,,,,,2825
FusterCLUCK,Mixed,Club,,,,,2826
Hoe Beau Huckers,Mixed,Club,,,,,2827
Colby College,Mixed,Club,,,,,2828
Missoula Oblongata,Mixed,Club,,,,,2829
Wolfpack: The Secret Essence,Women,Club,,,,,2830
Fuzion,Women,Club,,,,,2831
wOmen,Women,Club,,,,,2832
Bromeliads,Women,Club,,,,,2833
Berkeley High School,Women,Club,,,,,2834
Team Colombia,Men,Club,,,,,2835
Team Colombia,Mixed,Club,,,,,2836
BUDA Girls,Women,Club,,,,,2837
Alberta Flatball Club,Men,Club,,,,,2838
The Boy Who Cried Buttchug,Mixed,Club,,,,,2839
Serengeti,Mixed,Club,,,,,2840
WOLP,Women,Club,,,,,2841
The Boys,Men,Club,,,,,2842
SPACE INVADERS,Men,Club,,,,,2843
Science Leadership Academy,Men,Club,,,,,2844
Bates,Men,Club,,,,,2845
EXIT 54,Men,Club,,,,,2846
Team Rocket,Men,Club,,,,,2847
Syracuse Doom,Men,Club,,,,,2848
Interesting Tummy Birds,Men,Club,,,,,2849
Swangos,Men,Club,,,,,2850
Honey Bashfords,Men,Club,,,,,2851
CUFAX,Mixed,Club,,,,,2852
SOFA Spartans,Mixed,Club,,,,,2853
Twonies,Mixed,Club,,,,,2854
Merry Band of Muffin Makers from the Land of Megastar,Mixed,Club,,,,,2855
The Tossers,Mixed,Club,,,,,2856
Crop That Top Davidson,Mixed,Club,,,,,2857
Rice Crispies,Women,Club,,,,,2858
Migrant,Mixed,Club,,,,,2859
Cutthroat Girls,Women,Club,,,,,2860
Minnesota Superior,Women,Club,,,,,2861
Gargantuan Spider Dragons,Men,Club,,,,,2862
Texas Swing,Men,Club,,,,,2863
CimaSalta,Mixed,Club,,,,,2864
Big Sky,Men,Club,,,,,2865
Defy the Meta,Men,Club,,,,,2866
Missoula Yoursoula,Mixed,Club,,,,,2867
Snail,Mixed,Club,,,,,2868
Dregs,Men,Club,,,,,2869
Gnot the gnomes,Men,Club,,,,,2870
Big Buckin' Chicken,Men,Club,,,,,2871
Torque,Men,Club,,,,,2872
BUCK,Men,Club,,,,,2873
B.A.D. Influence,Men,Club,,,,,2874
Fowl Mood,Men,Club,,,,,2875
Starfox,Men,Club,,,,,2876
Scubaru Outbacks,Men,Club,,,,,2877
NSFW,Men,Club,,,,,2878
Gunsmoke,Men,Club,,,,,2879
DIP,Men,Club,,,,,2880
Arnold Palmer Alert,Men,Club,,,,,2881
CoachDuffin,Men,Club,,,,,2882
Grizzly,Men,Club,,,,,2883
Code Blue,Mixed,Club,,,,,2884
Dreamcatchers Ultimate,Mixed,Club,,,,,2885
Astris,Mixed,Club,,,,,2886
Sports Team,Mixed,Club,,,,,2887
Mason Meth,Women,Club,,,,,2888
Lumberjills,Women,Club,,,,,2889
Raft Ultimate,Mixed,Club,,,,,2890
Reunion,Men,Club,,,,,2891
DiscJockeys,Men,Club,,,,,2892
Spirit Quest,Mixed,Club,,,,,2893
Clinton Interns,Mixed,Club,,,,,2894
Ranier Mountaineers,Mixed,Club,,,,,2895
Justice,Women,Club,,,,,2896
BLUD,Men,Club,,,,,2897
Mr. Scott and the Tots,Men,Club,,,,,2898
ESF Mighty Oaks,Men,Club,,,,,2899
NCFO,Men,Club,,,,,2900
NANO,Men,Club,,,,,2901
Fight Club,Men,Club,,,,,2902
Shrike Cutters,Men,Club,,,,,2903
The Semple Temple,Men,Club,,,,,2904
Anchor,Men,Club,,,,,2905
Arizona Society of Underachievers,Men,Club,,,,,2906
Huck Norris,Mixed,Club,,,,,2907
Hot Tub Magic,Mixed,Club,,,,,2908
boom shaka laka,Mixed,Club,,,,,2909
Philadelphia Forge Girls,Women,Club,,,,,2910
Ruck City,Women,Club,,,,,2911
Whitefish,Men,Club,,,,,2912
DC Rally,Mixed,Club,,,,,2913
Old Rush,Mixed,Club,,,,,2914
Allen's Adolescents,Men,Club,,,,,2915
Low Tide Scramblers,Mixed,Club,,,,,2916
Lone Peak Y,Mixed,Club,,,,,2917
HB Woodlawn,Men,Club,,,,,2918
Gonzaga,Men,Club,,,,,2919
German National Team,Women,Club,,,,,2920
Colorado Cutthroat: Youth Club U-20 Girls,Women,Club,,,,,2921
